头实体,关系,尾实体,依据,文献,品种,关系数量
有机肥-化肥配施20%~50%,促进,氨基酸,"2017 年全年茶青产量提高了 13.28%和2.5%，茶叶中的水浸出物、氨基酸和茶多酚的含量均有所提高，酚氨比降低，
提高了绿茶的品质。",减施化肥和配施有机肥对茶园土壤养分及茶叶产量和品质的影响,浙江绿茶,1
有机肥-化肥配施20%~50%,促进,茶多酚,"2017 年全年茶青产量提高了 13.28%和2.5%，茶叶中的水浸出物、氨基酸和茶多酚的含量均有所提高，酚氨比降低，
提高了绿茶的品质。",减施化肥和配施有机肥对茶园土壤养分及茶叶产量和品质的影响,浙江绿茶,1
有机肥-化肥配施20%~50%,抑制,酚氨比,"2017 年全年茶青产量提高了 13.28%和2.5%，茶叶中的水浸出物、氨基酸和茶多酚的含量均有所提高，酚氨比降低，
提高了绿茶的品质。",减施化肥和配施有机肥对茶园土壤养分及茶叶产量和品质的影响,浙江绿茶,1
有机肥-化肥配施20%~50%,促进,水浸出物,"2017 年全年茶青产量提高了 13.28%和2.5%，茶叶中的水浸出物、氨基酸和茶多酚的含量均有所提高，酚氨比降低，
提高了绿茶的品质。",减施化肥和配施有机肥对茶园土壤养分及茶叶产量和品质的影响,浙江绿茶,1
有机质,促进,醇,土壤理化性状中有机质和全氮含量对茶叶鲜叶中醇含量有显著影响（相关系数分别为0.51和0.569）（P < 0.01）,Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,宣恩县茶,1
有效氮,促进,乙醇,有效氮、硫、铜和锌水平对乙醇含量也有显著影响,Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,宣恩县茶,1
有效硫,促进,乙醇,有效氮、硫、铜和锌水平对乙醇含量也有显著影响,Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,宣恩县茶,1
有效铜,促进,乙醇,有效氮、硫、铜和锌水平对乙醇含量也有显著影响,Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,宣恩县茶,1
有效锌,促进,乙醇,有效氮、硫、铜和锌水平对乙醇含量也有显著影响,Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,宣恩县茶,1
增施900kg商品有机肥,抑制,氨酚比,900kg商品有机肥处理能增加茶芽的发芽密度及百芽重；在成品茶感官品质上表现为香气更为高爽清鲜，味道更为鲜爽甘甜；茶叶的氨基酸含量更高，茶多酚含量更低，氨酚比更适宜，且以EGCG、EGC为代表的儿茶素含量更低。,有机肥部分替代化肥对成龄绿茶产量及品质的影响,成龄茶,1
增施900kg商品有机肥,促进,氨基酸,900kg商品有机肥处理能增加茶芽的发芽密度及百芽重；在成品茶感官品质上表现为香气更为高爽清鲜，味道更为鲜爽甘甜；茶叶的氨基酸含量更高，茶多酚含量更低，氨酚比更适宜，且以EGCG、EGC为代表的儿茶素含量更低。,有机肥部分替代化肥对成龄绿茶产量及品质的影响,成龄茶,1
增施900kg商品有机肥,抑制,茶多酚,900kg商品有机肥处理能增加茶芽的发芽密度及百芽重；在成品茶感官品质上表现为香气更为高爽清鲜，味道更为鲜爽甘甜；茶叶的氨基酸含量更高，茶多酚含量更低，氨酚比更适宜，且以EGCG、EGC为代表的儿茶素含量更低。,有机肥部分替代化肥对成龄绿茶产量及品质的影响,成龄茶,1
增施900kg商品有机肥,抑制,儿茶素,900kg商品有机肥处理能增加茶芽的发芽密度及百芽重；在成品茶感官品质上表现为香气更为高爽清鲜，味道更为鲜爽甘甜；茶叶的氨基酸含量更高，茶多酚含量更低，氨酚比更适宜，且以EGCG、EGC为代表的儿茶素含量更低。,有机肥部分替代化肥对成龄绿茶产量及品质的影响,成龄茶,1
增施900kg商品有机肥,促进,高爽,增施有机肥的茶叶感官品质上表现为香气更为清鲜，味道更高爽,有机肥部分替代化肥对成龄绿茶产量及品质的影响,成龄茶,1
增施900kg商品有机肥,促进,清鲜,900kg商品有机肥处理能增加茶芽的发芽密度及百芽重；在成品茶感官品质上表现为香气更为高爽清鲜，味道更为鲜爽甘甜；茶叶的氨基酸含量更高，茶多酚含量更低，氨酚比更适宜，且以EGCG、EGC为代表的儿茶素含量更低。,有机肥部分替代化肥对成龄绿茶产量及品质的影响,成龄茶,1
增施900kg商品有机肥,促进,鲜爽甘甜,900kg商品有机肥处理能增加茶芽的发芽密度及百芽重；在成品茶感官品质上表现为香气更为高爽清鲜，味道更为鲜爽甘甜；茶叶的氨基酸含量更高，茶多酚含量更低，氨酚比更适宜，且以EGCG、EGC为代表的儿茶素含量更低。,有机肥部分替代化肥对成龄绿茶产量及品质的影响,成龄茶,1
粘土,促进,花香,粘土中种植的葡萄果实具有更强的花香、甜味和水果香味，并且含有更少的己酸乙酯、异戊醇、异丁醇、z- 3-己醇和1-己醇,Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,宣恩县茶,1
粘土,促进,水果味,粘土中种植的葡萄果实具有更强的花香、甜味和水果香味，并且含有更少的己酸乙酯、异戊醇、异丁醇、z- 3-己醇和1-己醇,Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,宣恩县茶,1
粘土,促进,甜,粘土中种植的葡萄果实具有更强的花香、甜味和水果香味，并且含有更少的己酸乙酯、异戊醇、异丁醇、z- 3-己醇和1-己醇,Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,宣恩县茶,1
长期遮阴,抑制,叶绿素,长期遮荫后叶绿素含量会下降,四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶,1
遮阴,促进,氨基酸,"遮荫有利于茶树游离氨基酸积累，遮荫栽培‘福鼎大白茶’游离氨基酸含量极显著高于不遮荫;遮荫后,2个品种鲜叶试样的水浸出物、儿茶素、咖啡碱、氨基酸含量显著增加,;除茶氨酸外,氨基酸组分变化总体呈增长趋势,按;遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高;遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.98%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。;肖润林等四研究表明,随遮荫程度的提高，茶叶中氨基酸、水浸出物显著提高。",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响;生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;茶园遮荫栽培与茶叶品质相关性机理的研究;南京地区大棚茶园小气候特征及对茶青产量和品质效应,四川绿茶/通用;四川绿茶/福鼎大白茶/三花;四川绿茶;亚热带丘陵茶;南京绿茶,6
遮阴,促进,茶氨酸,"遮荫处理后,茶氨酸增量显著;茶园遮阴使辐射到茶树冠层的蓝紫光增加，有利于茶叶中茶氨酸和谷氨[26,27]酸等的合成，使茶的滋味更为醇厚",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响;影响茶树生长和茶叶品质的主要环境因子及其适应机制,四川绿茶;通用,2
遮阴,抑制,茶多酚,遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高;周正科研究表明，在一定范围内茶多酚含量随遮光率的增加而逐渐减少;遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.94%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。,生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;影响茶树生长和茶叶品质的主要环境因子及其适应机制;茶园遮荫栽培与茶叶品质相关性机理的研究,亚热带丘陵茶;通用,3
遮阴,促进,持嫩性,遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高;遮阴使茶树叶片变薄、叶张增大、含水率提高等表明遮阴能够改变叶片的组织结构，增强鲜叶的持嫩性 ;遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.99%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。,生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;影响茶树生长和茶叶品质的主要环境因子及其适应机制;茶园遮荫栽培与茶叶品质相关性机理的研究,亚热带丘陵茶;通用,3
遮阴,抑制,粗纤维,遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.95%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。,茶园遮荫栽培与茶叶品质相关性机理的研究,亚热带丘陵茶,1
遮阴,抑制,粗纤维含量,遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高,生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响,亚热带丘陵茶,1
遮阴,促进,对照绿,遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高;遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.102%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。,生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;茶园遮荫栽培与茶叶品质相关性机理的研究,亚热带丘陵茶,2
遮阴,促进,儿茶素,"遮荫有利于茶树简单儿茶素的积累，‘福鼎大白茶’、‘三花1951’在遮蔽栽培后，苦涩味指数下降17.99%、12.27%，对于春末绿茶出现“鲜爽”感官品质具有重要贡献;遮荫后,2个品种鲜叶试样的水浸出物、儿茶素、咖啡碱、氨基酸含量显著增加,",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶/通用;四川绿茶/福鼎大白茶/三花,2
遮阴,促进,谷氨酸,"茶园遮阴使辐射到茶树冠层的蓝紫光增加，有利于茶叶中茶氨酸和谷氨[26,28]酸等的合成，使茶的滋味更为醇厚",影响茶树生长和茶叶品质的主要环境因子及其适应机制,通用,1
遮阴,促进,咖啡碱,"遮荫后,2个品种鲜叶试样的水浸出物、儿茶素、咖啡碱、氨基酸含量显著增加,;遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高;张文锦等 研究发现，茶园遮阴能促进咖啡碱的生成和积累，且在一定范围内遮阴率与咖啡碱的生成量成正比。;遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.97%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响;生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;影响茶树生长和茶叶品质的主要环境因子及其适应机制;茶园遮荫栽培与茶叶品质相关性机理的研究,四川绿茶/福鼎大白茶/三花;亚热带丘陵茶;通用,4
遮阴,促进,可溶性糖,"遮荫后,可溶性糖的增量较小",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶,1
遮阴,抑制,苦涩味,遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高;遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.100%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。,生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;茶园遮荫栽培与茶叶品质相关性机理的研究,亚热带丘陵茶,2
遮阴,促进,绿尚亮,"遮荫后叶底差异明显,均由黄绿尚亮转为绿尚亮。",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶,1
遮阴,促进,深绿,"外形上,遮荫采制茶样的色泽均为深绿。",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶,1
遮阴,促进,水浸出物,"遮荫后,2个品种鲜叶试样的水浸出物、儿茶素、咖啡碱、氨基酸含量显著增加,;肖润林等四研究表明,随遮荫程度的提高，茶叶中氨基酸、水浸出物显著提高。",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响;南京地区大棚茶园小气候特征及对茶青产量和品质效应,四川绿茶/福鼎大白茶/三花;南京绿茶,2
遮阴,抑制,汤色,"汤色上,遮荫后的评分均略有下降。",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶/福鼎大白茶,1
遮阴,促进,甜,"遮荫后,FF与F相比,甜味、甜略苦、苦略甜、甜而回味苦有增加趋势,分别增加 0.02%、0.23%、0.99%、1.84%",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶/福鼎大白茶,1
遮阴,促进,鲜爽,"与S相比;遮荫后FS鲜爽味增加了3.05%,而甜味、甜略苦、苦味、苦略甜、甜而回味苦呈下降趋势,分别下降了1.53%、0.24%、0.01%、0.96%、0.31%。;遮荫后的滋味表现为鲜爽或较鲜爽,其中FF滋味表现为“鲜爽”,可能是因为遮荫使得游离氨基酸含量上升。",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶/三花1591;四川绿茶/福鼎大白茶,2
遮阴,促进,香气持久,遮荫后FF香气更为持久。,四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶/福鼎大白茶,1
遮阴,促进,叶绿素,遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高;茶园适度遮阴能够提高茶叶中叶绿素的含量，且增加量与遮阴度成正比B。;遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.96%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。,生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;影响茶树生长和茶叶品质的主要环境因子及其适应机制;茶园遮荫栽培与茶叶品质相关性机理的研究,亚热带丘陵茶;通用,3
紫光,促进, ECG ,红光、紫光和蓝光处理可降低 ECG 等组分的含量,影响茶树生长和茶叶品质的主要环境因子及其适应机制,通用,1
组氨酸,促进,苦略甜,表9 遮荫处理下鲜叶的游离氨基酸组分分析,四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,通用,1
